8.0,184628900
1.0,213566700
4.0,58428800
7.0,214007600
3.0,224239600
17.0,599000
5.0,527900
42.0,572200
11.0,677300
13.0,582900
18.0,503400
15.0,641100
25.0,469900
21.0,485700
24.0,499000
19.0,496200
29.0,460300
23.0,595700
34.0,525800
51.0,431100
39.0,673300
46.0,823500
27.0,487454400
12.0,488002700
31.0,487370400
36.0,511325700
47.0,436300
59.0,4292300
38.0,7784100
43.0,8181500
41.0,2511000
44.0,644900
28.0,1999800
78.0,484500
67.0,416900
68.0,439000
76.0,418100
82.0,412300
50.0,412800
72.0,954500
63.0,402400
65.0,475800
73.0,432400
33.0,356700
58.0,372700
53.0,390300
71.0,436400
61.0,401400
74.0,395100
56.0,338300
54.0,14914100
91.0,381500
81.0,344000
79.0,306900
90.0,323600
64.0,325800
99.0,329700
94.0,1679100
57.0,545400
84.0,390800
100.0,326000
93.0,304800
87.0,316100
97.0,329000
95.0,318900
88.0,339000
85.0,309700
