1.0,15080600
3.0,2712600
2.0,2779500
6.0,2700200
8.0,2112600
7.0,2086100
4.0,546200
14.0,421500
9.0,275300
17.0,406000
5.0,358300
16.0,444200
26.0,456900
42.0,416100
40.0,13472900
11.0,357400
13.0,879400
18.0,489000
15.0,615600
25.0,495700
21.0,443400
24.0,429900
19.0,387800
22.0,378100
29.0,309000
23.0,279100
34.0,326800
37.0,357100
39.0,349300
32.0,254300
31.0,704600
35.0,205500
36.0,297700
46.0,250500
12.0,226000
51.0,249000
27.0,291900
10.0,386900
47.0,248600
20.0,288100
41.0,260000
38.0,227300
43.0,538800
59.0,235600
44.0,276600
28.0,222200
48.0,208700
49.0,313600
55.0,242800
52.0,237400
78.0,448300
67.0,370800
68.0,322800
70.0,469200
76.0,340900
69.0,215400
82.0,278900
50.0,366200
66.0,302200
45.0,237300
72.0,267300
63.0,216800
65.0,310500
60.0,330600
73.0,266800
33.0,233200
83.0,394200
58.0,376600
53.0,331500
71.0,285300
75.0,239900
61.0,248400
74.0,261600
80.0,204600
56.0,378800
81.0,217500
64.0,601500
77.0,198100
54.0,399300
91.0,278300
62.0,206100
99.0,211500
90.0,199900
86.0,185700
96.0,176700
94.0,201700
79.0,288500
57.0,334600
89.0,212500
30.0,202900
84.0,237700
100.0,241900
93.0,203300
87.0,213700
97.0,240800
92.0,185300
98.0,283500
88.0,224100
95.0,217200
85.0,306600
